Nom;Pob
  18018-Alquife ;718
  18020-Arenas del Rey ;1865
  18021-Armilla ;23623
  18022-Atarfe ;17792
  18023-Baza ;20668
  18024-Beas de Granada ;1012
  18025-Beas de Guadix ;363
  18027-Benalúa ;3298
  18028-Benalúa de las Villas ;1148
  18029-Benamaurel ;2378
  18030-Bérchules ;739
  18032-Bubión ;309
  18033-Busquístar ;289
  18034-Cacín ;589
  18035-Cádiar ;1554
  18036-Cájar ;4909
  18114-Calahorra, La ;719
  18037-Calicasas ;606
  18038-Campotéjar ;1301
  18039-Caniles ;4351
  18040-Cáñar ;405
  18042-Capileira ;508
  18043-Carataunas ;210
  18044-Cástaras ;250
  18045-Castilléjar ;1400
  18046-Castril ;2276
  18047-Cenes de la Vega ;7942
  18059-Chauchina ;5428
  18061-Chimeneas ;1360
  18062-Churriana de la Vega ;13907
  18048-Cijuela ;3221
  18049-Cogollos de Guadix ;718
  18050-Cogollos de la Vega ;2099
  18051-Colomera ;1416
  18053-Cortes de Baza ;2058
  18054-Cortes y Graena ;1043
  18912-Cuevas del Campo ;1882
  18056-Cúllar ;4351
  18057-Cúllar Vega ;7128
  18063-Darro ;1545
  18064-Dehesas de Guadix ;454
  18065-Dehesas Viejas ;783
  18066-Deifontes ;2624
  18067-Diezma ;780
  18068-Dílar ;1838
  18069-Dólar ;621
  18070-Dúdar ;348
  18071-Dúrcal ;7123
  18072-Escúzar ;791
  18074-Ferreira ;314
  18076-Fonelas ;1054
  18078-Freila ;950
  18079-Fuente Vaqueros ;4457
  18905-Gabias, Las ;19603
  18082-Galera ;1150
  18083-Gobernador ;298
  18084-Gójar ;5410
  18085-Gor ;777
  18086-Gorafe ;420
  18087-Granada ;235800
  18088-Guadahortuna ;1989
  18089-Guadix ;18928
  18906-Guajares, Los ;1087
  18093-Gualchos ;4849
  18094-Güejar Sierra ;2953
  18095-Güevéjar ;2540
  18096-Huélago ;430
  18097-Huéneja ;1168
  18098-Huéscar ;7677
  18099-Huétor de Santillán ;1872
  18100-Huétor Tájar ;10147
  18101-Huétor Vega ;11849
  18102-Illora ;10423
  18103-Itrabo ;1018
  18105-Iznalloz ;6016
  18107-Jayena ;1178
  18108-Jerez del Marquesado ;1021
  18109-Jete ;908
  18111-Jun ;3620
  18112-Juviles ;153
  18115-Láchar ;3263
  18116-Lanjarón ;3715
  18117-Lanteira ;546
  18119-Lecrín ;2138
  18120-Lentegí ;346
  18121-Lobras ;166
  18122-Loja ;20893
  18123-Lugros ;320
  18124-Lújar ;517
  18126-Malahá, La ;1834
  18127-Maracena ;21816
  18128-Marchal ;427
  18132-Moclín ;3976
  18133-Molvízar ;2895
  18134-Monachil ;7538
  18135-Montefrío ;5720
  18136-Montejícar ;2230
  18137-Montillana ;1330
  18138-Moraleda de Zafayona ;3200
  18909-Morelábor ;693
  18140-Motril ;60777
  18141-Murtas ;524
  18903-Nevada ;1123
  18143-Nigüelas ;1214
  18144-Nívar ;922
  18145-Ogíjares ;13719
  18146-Orce ;1226
  18147-Órgiva ;5483
  18148-Otívar ;1093
  18150-Padul ;8407
  18151-Pampaneira ;315
  18152-Pedro Martínez ;1150
  18153-Peligros ;11154
  18154-Peza, La ;1250
  18910-Pinar, El ;996
  18157-Pinos Genil ;1438
  18158-Pinos Puente ;10605
  18159-Píñar ;1209
  18161-Polícar ;235
  18162-Polopos ;1680
  18163-Pórtugos ;409
  18164-Puebla de Don Fadrique ;2329
  18165-Pulianas ;5366
  18167-Purullena ;2399
  18168-Quéntar ;974
  18170-Rubite ;392
  18171-Salar ;2712
  18173-Salobreña ;12429
  18174-Santa Cruz del Comercio ;549
  18175-Santa Fe ;15067
  18176-Soportújar ;296
  18177-Sorvilán ;552
  18901-Taha, La ;643
  18178-Torre-Cardela ;847
  18179-Torvizcón ;708
  18180-Trevélez ;786
  18181-Turón ;265
  18182-Ugíjar ;2560
  18914-Valderrubio ;2111
  18907-Valle del Zalabí ;2229
  18902-Valle, El ;1013
  18183-Válor ;654
  18911-Vegas del Genil ;10423
  18184-Vélez de Benaudalla ;2903
  18185-Ventas de Huelma ;661
  18149-Villa de Otura ;6783
  18908-Villamena ;1016
  18187-Villanueva de las Torres ;661
  18188-Villanueva Mesía ;2013
  18189-Víznar ;971
  18192-Zafarraya ;2040
  18913-Zagra ;899
  18193-Zubia, La ;18675
  18194-Zújar ;2777
  19001-Abánades ;63
  19002-Ablanque ;74
  19003-Adobes ;43
  19004-Alaminos ;73
  19005-Alarilla ;90
  19006-Albalate de Zorita ;997
  19007-Albares ;589
  19008-Albendiego ;43
  19009-Alcocer ;360
  19010-Alcolea de las Peñas ;13
  19011-Alcolea del Pinar ;343
  19013-Alcoroches ;141
  19015-Aldeanueva de Guadalajara ;79
  19016-Algar de Mesa ;67
  19017-Algora ;77
  19018-Alhóndiga ;184
  19019-Alique ;18
  19020-Almadrones ;59
  19021-Almoguera ;1401
  19022-Almonacid de Zorita ;760
  19023-Alocén ;168
  19024-Alovera ;12247
  19027-Alustante ;172
  19031-Angón ;15
  19032-Anguita ;205
  19033-Anquela del Ducado ;69
  19034-Anquela del Pedregal ;19
  19036-Aranzueque ;436
  19037-Arbancón ;157
  19038-Arbeteta ;29
  19039-Argecilla ;70
  19040-Armallones ;54
  19041-Armuña de Tajuña ;240
  19042-Arroyo de las Fraguas ;28
  19043-Atanzón ;81
  19044-Atienza ;458
  19045-Auñón ;163
  19046-Azuqueca de Henares ;34896
  19047-Baides ;73
  19048-Baños de Tajo ;17
  19049-Bañuelos ;17
  19050-Barriopedro ;19
  19051-Berninches ;65
  19052-Bodera, La ;31
  19053-Brihuega ;2538
  19054-Budia ;231
  19055-Bujalaro ;67
  19057-Bustares ;80
  19058-Cabanillas del Campo ;9707
  19059-Campillo de Dueñas ;85
  19060-Campillo de Ranas ;186
  19061-Campisábalos ;66
  19064-Canredondo ;88
  19065-Cantalojas ;166
  19066-Cañizar ;71
  19067-Cardoso de la Sierra, El ;66
  19070-Casa de Uceda ;111
  19071-Casar, El ;11606
  19073-Casas de San Galindo ;24
  19074-Caspueñas ;97
  19075-Castejón de Henares ;69
  19076-Castellar de la Muela ;41
  19078-Castilforte ;57
  19079-Castilnuevo ;8
  19080-Cendejas de Enmedio ;86
  19081-Cendejas de la Torre ;30
  19082-Centenera ;106
  19103-Checa ;289
  19104-Chequilla ;21
  19106-Chillarón del Rey ;111
  19105-Chiloeches ;3291
  19086-Cifuentes ;1920
  19087-Cincovillas ;22
  19088-Ciruelas ;101
  19089-Ciruelos del Pinar ;28
  19090-Cobeta ;121
  19091-Cogollor ;29
  19092-Cogolludo ;600
  19095-Condemios de Abajo ;20
  19096-Condemios de Arriba ;128
  19097-Congostrina ;21
  19098-Copernal ;28
  19099-Corduente ;365
  19102-Cubillo de Uceda, El ;145
  19107-Driebes ;375
  19108-Durón ;129
  19109-Embid ;44
  19110-Escamilla ;71
  19111-Escariche ;187
  19112-Escopete ;62
  19113-Espinosa de Henares ;696
  19114-Esplegares ;40
  19115-Establés ;29
  19116-Estriégana ;21
  19117-Fontanar ;2338
  19118-Fuembellida ;13
  19119-Fuencemillán ;99
  19120-Fuentelahiguera de Albatages ;136
  19121-Fuentelencina ;332
  19122-Fuentelsaz ;104
  19123-Fuentelviejo ;70
  19124-Fuentenovilla ;543
  19125-Gajanejos ;50
  19126-Galápagos ;2368
  19127-Galve de Sorbe ;109
  19129-Gascueña de Bornova ;39
  19130-Guadalajara ;83391
  19132-Henche ;100
  19133-Heras de Ayuso ;252
  19134-Herrería ;26
  19135-Hiendelaencina ;133
  19136-Hijes ;25
  19138-Hita ;358
  19139-Hombrados ;38
  19142-Hontoba ;314
  19143-Horche ;2544
  19145-Hortezuela de Océn ;52
  19146-Huerce, La ;39
  19147-Huérmeces del Cerro ;43
  19148-Huertahernando ;60
  19150-Hueva ;140
  19151-Humanes ;1485
  19152-Illana ;775
  19153-Iniéstola ;24
  19154-Inviernas, Las ;66
  19155-Irueste ;65
  19156-Jadraque ;1504
  19157-Jirueque ;68
  19159-Ledanca ;102
  19160-Loranca de Tajuña ;1275
  19161-Lupiana ;256
  19162-Luzaga ;65
  19163-Luzón ;72
  19165-Majaelrayo ;52
  19166-Málaga del Fresno ;194
  19167-Malaguilla ;154
  19168-Mandayona ;339
  19169-Mantiel ;49
  19170-Maranchón ;247
  19171-Marchamalo ;6750
  19172-Masegoso de Tajuña ;59
  19173-Matarrubia ;46
  19174-Matillas ;149
  19175-Mazarete ;46
  19176-Mazuecos ;307
  19177-Medranda ;84
  19178-Megina ;47
  19179-Membrillera ;96
  19181-Miedes de Atienza ;67
  19182-Mierla, La ;41
  19184-Millana ;126
  19183-Milmarcos ;98
  19185-Miñosa, La ;34
  19186-Mirabueno ;93
  19187-Miralrío ;64
  19188-Mochales ;52
  19189-Mohernando ;180
  19190-Molina de Aragón ;3468
  19191-Monasterio ;13
  19192-Mondéjar ;2579
  19193-Montarrón ;28
  19194-Moratilla de los Meleros ;111
  19195-Morenilla ;45
  19196-Muduex ;116
  19197-Navas de Jadraque, Las ;27
  19198-Negredo ;21
  19199-Ocentejo ;20
  19200-Olivar, El ;89
  19201-Olmeda de Cobeta ;73
  19202-Olmeda de Jadraque, La ;16
  19203-Ordial, El ;31
  19204-Orea ;203
  19208-Pálmaces de Jadraque ;47
  19209-Pardos ;43
  19210-Paredes de Sigüenza ;22
  19211-Pareja ;468
  19212-Pastrana ;978
  19213-Pedregal, El ;83
  19214-Peñalén ;82
  19215-Peñalver ;187
  19216-Peralejos de las Truchas ;153
  19217-Peralveche ;70
  19218-Pinilla de Jadraque ;55
  19219-Pinilla de Molina ;17
  19220-Pioz ;3544
  19221-Piqueras ;56
  19222-Pobo de Dueñas, El ;134
  19223-Poveda de la Sierra ;131
  19224-Pozo de Almoguera ;109
  19225-Pozo de Guadalajara ;1249
  19226-Prádena de Atienza ;51
  19227-Prados Redondos ;74
  19228-Puebla de Beleña ;46
  19229-Puebla de Valles ;74
  19230-Quer ;747
  19231-Rebollosa de Jadraque ;14
  19232-Recuenco, El ;74
  19233-Renera ;111
  19234-Retiendas ;53
  19235-Riba de Saelices ;111
  19237-Rillo de Gallo ;56
  19238-Riofrío del Llano ;46
  19239-Robledillo de Mohernando ;109
  19240-Robledo de Corpes ;55
  19241-Romanillos de Atienza ;54
  19242-Romanones ;117
  19243-Rueda de la Sierra ;50
  19244-Sacecorbo ;93
  19245-Sacedón ;1605
  19246-Saelices de la Sal ;54
  19247-Salmerón ;177
  19248-San Andrés del Congosto ;91
  19249-San Andrés del Rey ;34
  19250-Santiuste ;19
  19251-Saúca ;58
  19252-Sayatón ;89
  19254-Selas ;63
  19901-Semillas ;41
  19255-Setiles ;84
  19256-Sienes ;55
  19257-Sigüenza ;4648
  19258-Solanillos del Extremo ;104
  19259-Somolinos ;33
  19260-Sotillo, El ;48
  19261-Sotodosos ;41
  19262-Tamajón ;148
  19263-Taragudo ;51
  19264-Taravilla ;41
  19265-Tartanedo ;150
  19266-Tendilla ;339
  19267-Terzaga ;20
  19268-Tierzo ;38
  19269-Toba, La ;105
  19271-Tordellego ;56
  19270-Tordelrábano ;21
  19272-Tordesilos ;108
  19274-Torija ;1453
  19279-Torre del Burgo ;228
  19277-Torrecuadrada de Molina ;23
  19278-Torrecuadradilla ;31
  19280-Torrejón del Rey ;5064
  19281-Torremocha de Jadraque ;27
  19282-Torremocha del Campo ;200
  19283-Torremocha del Pinar ;40
  19284-Torremochuela ;11
  19285-Torrubia ;25
  19286-Tórtola de Henares ;990
  19287-Tortuera ;207
  19288-Tortuero ;20
  19289-Traíd ;29
  19290-Trijueque ;1256
  19291-Trillo ;1436
  19293-Uceda ;2602
  19294-Ujados ;28
  19296-Utande ;35
  19297-Valdarachas ;36
  19298-Valdearenas ;94
  19299-Valdeavellano ;102
  19300-Valdeaveruelo ;1048
  19301-Valdeconcha ;41
  19302-Valdegrudas ;66
  19303-Valdelcubo ;58
  19304-Valdenuño Fernández ;270
  19305-Valdepeñas de la Sierra ;192
  19306-Valderrebollo ;31
  19307-Valdesotos ;25
  19308-Valfermoso de Tajuña ;65
  19309-Valhermoso ;44
  19310-Valtablado del Río ;12
  19311-Valverde de los Arroyos ;90
  19314-Viana de Jadraque ;54
  19317-Villanueva de Alcorón ;193
  19318-Villanueva de Argecilla ;31
  19319-Villanueva de la Torre ;6443
  19321-Villares de Jadraque ;54
  19322-Villaseca de Henares ;33
  19323-Villaseca de Uceda ;48
  19324-Villel de Mesa ;207
  19325-Viñuelas ;151
  19326-Yebes ;2741
  19327-Yebra ;539
  19329-Yélamos de Abajo ;64
  19330-Yélamos de Arriba ;94
  19331-Yunquera de Henares ;3755
  19332-Yunta, La ;100
  19333-Zaorejas ;139
  19334-Zarzuela de Jadraque ;35
  19335-Zorita de los Canes ;72
  20001-Abaltzisketa ;329
  20002-Aduna ;470
  20016-Aia ;2051
  20003-Aizarnazabal ;775
  20004-Albiztur ;320
  20005-Alegia ;1741
  20006-Alkiza ;362
  20906-Altzaga ;176
  20007-Altzo ;405
  20008-Amezketa ;942
  20009-Andoain ;14668
  20010-Anoeta ;1959
  20011-Antzuola ;2193
  20012-Arama ;210
  20013-Aretxabaleta ;6974
  20055-Arrasate/Mondragón ;22055
  20014-Asteasu ;1525
  20903-Astigarraga ;5688
  20015-Ataun ;1674
  20017-Azkoitia ;11566
  20018-Azpeitia ;14675
  20904-Baliarrain ;147
  20019-Beasain ;13980
  20020-Beizama ;165
  20021-Belauntza ;248
  20022-Berastegi ;1061
  20074-Bergara ;14780
  20023-Berrobi ;583
  20024-Bidania-Goiatz ;526
  20029-Deba ;5463
  20069-Donostia/San Sebastián ;186095
  20030-Eibar ;27414
  20031-Elduain ;244
  20033-Elgeta ;1116
  20032-Elgoibar ;11589
  20067-Errenteria ;39276
  20066-Errezil ;593
  20034-Eskoriatza ;4085
  20035-Ezkio-Itsaso ;619
  20038-Gabiria ;491
  20037-Gaintza ;122
  20907-Gaztelu ;164
  20039-Getaria ;2783
  20040-Hernani ;19600
  20041-Hernialde ;331
  20036-Hondarribia ;16945
  20042-Ibarra ;4278
  20043-Idiazabal ;2308
  20044-Ikaztegieta ;486
  20045-Irun ;61481
  20046-Irura ;1690
  20047-Itsasondo ;675
  20048-Larraul ;249
  20902-Lasarte-Oria ;18093
  20049-Lazkao ;5456
  20050-Leaburu ;368
  20051-Legazpi ;8521
  20052-Legorreta ;1441
  20068-Leintz-Gatzaga ;241
  20053-Lezo ;5990
  20054-Lizartza ;624
  20901-Mendaro ;2026
  20057-Mutiloa ;266
  20056-Mutriku ;5313
  20063-Oiartzun ;10148
  20058-Olaberria ;932
  20059-Oñati ;11276
  20076-Ordizia ;9846
  20905-Orendain ;193
  20060-Orexa ;126
  20061-Orio ;5805
  20062-Ormaiztegi ;1304
  20064-Pasaia ;16012
  20070-Segura ;1476
  20065-Soraluze-Placencia de las Armas ;3947
  20071-Tolosa ;19113
  20072-Urnieta ;6239
  20077-Urretxu ;6908
  20073-Usurbil ;6183
  20075-Villabona ;5862
  20078-Zaldibia ;1577
  20079-Zarautz ;22988
  20025-Zegama ;1517
  20026-Zerain ;255
  20027-Zestoa ;3714
  20028-Zizurkil ;3010
  20081-Zumaia ;9798
  20080-Zumarraga ;9921
  21001-Alájar ;813
  21002-Aljaraque ;20357
  21003-Almendro, El ;829
  21004-Almonaster la Real ;1861
  21005-Almonte ;23254
  21006-Alosno ;4038
  21007-Aracena ;7972
  21008-Aroche ;3183
  21009-Arroyomolinos de León ;1018
  21010-Ayamonte ;20357
  21011-Beas ;4304
  21012-Berrocal ;345
  21013-Bollullos Par del Condado ;14324
  21014-Bonares ;6090
  21015-Cabezas Rubias ;744
  21016-Cala ;1252
  21017-Calañas ;4238
  21018-Campillo, El ;2122
  21019-Campofrío ;643
  21020-Cañaveral de León ;409
  21021-Cartaya ;19164
  21022-Castaño del Robledo ;211
  21023-Cerro de Andévalo, El ;2495
  21030-Chucena ;2122
  21024-Corteconcepción ;552
  21025-Cortegana ;4931
  21026-Cortelazor ;283
  21027-Cumbres de Enmedio ;54
  21028-Cumbres de San Bartolomé ;421
  21029-Cumbres Mayores ;1848
  21031-Encinasola ;1326
  21032-Escacena del Campo ;2095
  21033-Fuenteheridos ;641
  21034-Galaroza ;1486
  21035-Gibraleón ;12508
  21036-Granada de Río-Tinto, La ;202
  21037-Granado, El ;540
  21038-Higuera de la Sierra ;1327
  21039-Hinojales ;273
  21040-Hinojos ;3862
  21041-Huelva ;146318
  21042-Isla Cristina ;21193
  21043-Jabugo ;2267
  21044-Lepe ;27675
  21045-Linares de la Sierra ;272
  21046-Lucena del Puerto ;3046
  21047-Manzanilla ;2108
  21048-Marines, Los ;273
  21049-Minas de Riotinto ;4063
  21050-Moguer ;21383
  21051-Nava, La ;289
  21052-Nerva ;5514
  21053-Niebla ;3999
  21054-Palma del Condado, La ;10662
  21055-Palos de la Frontera ;10365
  21056-Paterna del Campo ;3554
  21057-Paymogo ;1238
  21058-Puebla de Guzmán ;3143
  21059-Puerto Moral ;288
  21060-Punta Umbría ;14996
  21061-Rociana del Condado ;7643
  21062-Rosal de la Frontera ;1750
  21063-San Bartolomé de la Torre ;3608
  21064-San Juan del Puerto ;8832
  21066-San Silvestre de Guzmán ;634
  21065-Sanlúcar de Guadiana ;443
  21067-Santa Ana la Real ;523
  21068-Santa Bárbara de Casa ;1113
  21069-Santa Olalla del Cala ;2010
  21070-Trigueros ;7746
  21071-Valdelarco ;225
  21072-Valverde del Camino ;12766
  21073-Villablanca ;2880
  21074-Villalba del Alcor ;3320
  21075-Villanueva de las Cruces ;379
  21076-Villanueva de los Castillejos ;2747
  21077-Villarrasa ;2162
  21078-Zalamea la Real ;3210
  21079-Zufre ;886
  22001-Abiego ;253
  22002-Abizanda ;142
  22003-Adahuesca ;173
  22004-Agüero ;145
  22907-Aínsa-Sobrarbe ;2220
  22006-Aisa ;358
  22007-Albalate de Cinca ;1151
  22008-Albalatillo ;205
  22009-Albelda ;750
  22011-Albero Alto ;124
  22012-Albero Bajo ;138
  22013-Alberuela de Tubo ;314
  22014-Alcalá de Gurrea ;273
  22015-Alcalá del Obispo ;342
  22016-Alcampell ;697
  22017-Alcolea de Cinca ;1125
  22018-Alcubierre ;399
  22019-Alerre ;209
  22020-Alfántega ;128
  22021-Almudévar ;2501
  22022-Almunia de San Juan ;679
  22023-Almuniente ;522
  22024-Alquézar ;297
  22025-Altorricón ;1469
  22027-Angüés ;391
  22028-Ansó ;426
  22029-Antillón ;159
  22032-Aragüés del Puerto ;119
  22035-Arén ;328
  22036-Argavieso ;105
  22037-Arguis ;126
  22039-Ayerbe ;1116
  22040-Azanuy-Alins ;173
  22041-Azara ;189
  22042-Azlor ;141
  22043-Baélls ;106
  22044-Bailo ;288
  22045-Baldellou ;102
  22046-Ballobar ;838
  22047-Banastás ;305
  22048-Barbastro ;17020
  22049-Barbués ;87
  22050-Barbuñales ;99
  22051-Bárcabo ;117
  22052-Belver de Cinca ;1312
  22053-Benabarre ;1127
  22054-Benasque ;2090
  22246-Beranuy ;92
  22055-Berbegal ;378
  22057-Bielsa ;488
  22058-Bierge ;244
  22059-Biescas ;1487
  22060-Binaced ;1507
  22061-Binéfar ;9439
  22062-Bisaurri ;176
  22063-Biscarrués ;202
  22064-Blecua y Torres ;200
  22066-Boltaña ;981
  22067-Bonansa ;81
  22068-Borau ;95
  22069-Broto ;532
  22072-Caldearenas ;210
  22074-Campo ;437
  22075-Camporrélls ;138
  22076-Canal de Berdún ;367
  22077-Candasnos ;330
  22078-Canfranc ;560
  22079-Capdesaso ;172
  22080-Capella ;361
  22081-Casbas de Huesca ;291
  22083-Castejón de Monegros ;568
  22084-Castejón de Sos ;740
  22082-Castejón del Puente ;340
  22085-Castelflorite ;120
  22086-Castiello de Jaca ;251
  22087-Castigaleu ;94
  22088-Castillazuelo ;181
  22089-Castillonroy ;343
  22094-Chalamera ;111
  22095-Chía ;90
  22096-Chimillas ;358
  22090-Colungo ;126
  22099-Esplús ;619
  22102-Estada ;210
  22103-Estadilla ;819
  22105-Estopiñán del Castillo ;147
  22106-Fago ;25
  22107-Fanlo ;112
  22109-Fiscal ;361
  22110-Fonz ;944
  22111-Foradada del Toscar ;187
  22112-Fraga ;14921
  22113-Fueva, La ;622
  22114-Gistaín ;138
  22115-Grado, El ;433
  22116-Grañén ;1859
  22117-Graus ;3371
  22119-Gurrea de Gállego ;1545
  22122-Hoz de Jaca ;68
  22908-Hoz y Costean ;230
  22124-Huerto ;238
  22125-Huesca ;52239
  22126-Ibieca ;110
  22127-Igriés ;692
  22128-Ilche ;208
  22129-Isábena ;276
  22130-Jaca ;13088
  22131-Jasa ;104
  22133-Labuerda ;167
  22135-Laluenga ;213
  22136-Lalueza ;997
  22137-Lanaja ;1268
  22139-Laperdiguera ;96
  22141-Lascellas-Ponzano ;138
  22142-Lascuarre ;137
  22143-Laspaúles ;281
  22144-Laspuña ;290
  22149-Loarre ;335
  22150-Loporzano ;532
  22151-Loscorrales ;106
  22905-Lupiñén-Ortilla ;364
  22155-Monesma y Cajigar ;87
  22156-Monflorite-Lascasas ;313
  22157-Montanuy ;221
  22158-Monzón ;17260
  22160-Naval ;259
  22162-Novales ;183
  22163-Nueno ;552
  22164-Olvena ;45
  22165-Ontiñena ;569
  22167-Osso de Cinca ;746
  22168-Palo ;24
  22170-Panticosa ;762
  22172-Peñalba ;695
  22173-Peñas de Riglos, Las ;264
  22174-Peralta de Alcofea ;602
  22175-Peralta de Calasanz ;233
  22176-Peraltilla ;201
  22177-Perarrúa ;111
  22178-Pertusa ;124
  22181-Piracés ;107
  22182-Plan ;303
  22184-Poleñino ;217
  22186-Pozán de Vero ;221
