Nom;Pob
  24210-Villagatón ;617
  24211-Villamandos ;310
  24901-Villamanín ;1029
  24212-Villamañán ;1194
  24213-Villamartín de Don Sancho ;164
  24214-Villamejil ;746
  24215-Villamol ;173
  24216-Villamontán de la Valduerna ;804
  24217-Villamoratiel de las Matas ;155
  24218-Villanueva de las Manzanas ;507
  24219-Villaobispo de Otero ;604
  24902-Villaornate y Castro ;377
  24221-Villaquejida ;912
  24222-Villaquilambre ;18615
  24223-Villarejo de Órbigo ;3112
  24224-Villares de Órbigo ;685
  24225-Villasabariego ;1175
  24226-Villaselán ;210
  24227-Villaturiel ;1947
  24228-Villazala ;749
  24229-Villazanzo de Valderaduey ;475
  24230-Zotes del Páramo ;454
  25001-Abella de la Conca ;170
  25002-Àger ;613
  25003-Agramunt ;5491
  25038-Aitona ;2456
  25004-Alamús, Els ;778
  25005-Alàs i Cerc ;356
  25006-Albagés, L' ;419
  25007-Albatàrrec ;2214
  25008-Albesa ;1624
  25009-Albi, L' ;819
  25010-Alcanó ;246
  25011-Alcarràs ;9372
  25012-Alcoletge ;3285
  25013-Alfarràs ;2976
  25014-Alfés ;326
  25015-Algerri ;422
  25016-Alguaire ;3002
  25017-Alins ;288
  25019-Almacelles ;6766
  25020-Almatret ;326
  25021-Almenar ;3525
  25022-Alòs de Balaguer ;123
  25023-Alpicat ;6275
  25024-Alt Àneu ;407
  25027-Anglesola ;1378
  25029-Arbeca ;2278
  25031-Arres ;67
  25032-Arsèguel ;79
  25033-Artesa de Lleida ;1517
  25034-Artesa de Segre ;3614
  25036-Aspa ;218
  25037-Avellanes i Santa Linya, Les ;473
  25039-Baix Pallars ;350
  25040-Balaguer ;16479
  25041-Barbens ;900
  25042-Baronia de Rialb, La ;245
  25044-Bassella ;234
  25045-Bausen ;58
  25046-Belianes ;555
  25170-Bellaguarda ;308
  25047-Bellcaire d'Urgell ;1296
  25048-Bell-lloc d'Urgell ;2329
  25049-Bellmunt d'Urgell ;188
  25050-Bellpuig ;4989
  25051-Bellver de Cerdanya ;2028
  25052-Bellvís ;2270
  25053-Benavent de Segrià ;1506
  25055-Biosca ;199
  25057-Bòrdes, Es ;237
  25058-Borges Blanques, Les ;6019
  25059-Bossòst ;1137
  25056-Bovera ;275
  25060-Cabanabona ;82
  25061-Cabó ;94
  25062-Camarasa ;903
  25063-Canejan ;100
  25904-Castell de Mur ;188
  25064-Castellar de la Ribera ;150
  25067-Castelldans ;981
  25068-Castellnou de Seana ;736
  25069-Castelló de Farfanya ;547
  25070-Castellserà ;1044
  25071-Cava ;60
  25072-Cervera ;8956
  25073-Cervià de les Garrigues ;695
  25074-Ciutadilla ;217
  25075-Clariana de Cardener ;140
  25076-Cogul, El ;181
  25077-Coll de Nargó ;575
  25163-Coma i la Pedra, La ;270
  25161-Conca de Dalt ;446
  25078-Corbins ;1394
  25079-Cubells ;378
  25081-Espluga Calba, L' ;387
  25082-Espot ;362
  25088-Estamariu ;124
  25085-Estaràs ;176
  25086-Esterri d'Àneu ;804
  25087-Esterri de Cardós ;73
  25089-Farrera ;118
  25908-Fígols i Alinyà ;261
  25092-Floresta, La ;160
  25093-Fondarella ;831
  25094-Foradada ;174
  25096-Fuliola, La ;1291
  25097-Fulleda ;94
  25098-Gavet de la Conca ;287
  25912-Gimenells i el Pla de la Font ;1151
  25099-Golmés ;1770
  25100-Gósol ;226
  25101-Granadella, La ;712
  25102-Granja d'Escarp, La ;1001
  25103-Granyanella ;146
  25105-Granyena de les Garrigues ;161
  25104-Granyena de Segarra ;139
  25109-Guimerà ;277
  25903-Guingueta d'Àneu, La ;315
  25110-Guissona ;6862
  25111-Guixers ;142
  25115-Isona i Conca Dellà ;1064
  25112-Ivars de Noguera ;346
  25113-Ivars d'Urgell ;1591
  25114-Ivorra ;106
  25910-Josa i Tuixén ;129
  25118-Juncosa ;421
  25119-Juneda ;3384
  25121-Les ;953
  25122-Linyola ;2652
  25123-Lladorre ;229
  25124-Lladurs ;193
  25125-Llardecans ;491
  25126-Llavorsí ;354
  25120-Lleida ;138542
  25127-Lles de Cerdanya ;257
  25128-Llimiana ;158
  25129-Llobera ;202
  25133-Maials ;941
  25130-Maldà ;228
  25131-Massalcoreig ;564
  25132-Massoteres ;189
  25134-Menàrguens ;849
  25135-Miralcamp ;1390
  25137-Mollerussa ;14900
  25136-Molsosa, La ;113
  25139-Montellà i Martinet ;586
  25140-Montferrer i Castellbò ;1010
  25138-Montgai ;663
  25142-Montoliu de Lleida ;514
  25141-Montoliu de Segarra ;194
  25143-Montornès de Segarra ;101
  25145-Nalec ;95
  25025-Naut Aran ;1760
  25146-Navès ;281
  25148-Odèn ;253
  25149-Oliana ;1842
  25150-Oliola ;233
  25151-Olius ;910
  25152-Oluges, Les ;161
  25153-Omellons, Els ;226
  25154-Omells de na Gaia, Els ;136
  25155-Organyà ;845
  25156-Os de Balaguer ;995
  25157-Ossó de Sió ;213
  25158-Palau d'Anglesola, El ;2136
  25164-Penelles ;482
  25165-Peramola ;343
  25166-Pinell de Solsonès ;207
  25167-Pinós ;305
  25911-Plans de Sió, Els ;528
  25168-Poal, El ;668
  25169-Pobla de Cérvoles, La ;222
  25171-Pobla de Segur, La ;3016
  25030-Pont de Bar, El ;159
  25173-Pont de Suert, El ;2314
  25172-Ponts ;2632
  25174-Portella, La ;731
  25175-Prats i Sansor ;251
  25176-Preixana ;407
  25177-Preixens ;458
  25179-Prullans ;206
  25180-Puiggròs ;295
  25181-Puigverd d'Agramunt ;244
  25182-Puigverd de Lleida ;1405
  25183-Rialp ;655
  25905-Ribera d'Ondara ;429
  25185-Ribera d'Urgellet ;978
  25186-Riner ;267
  25913-Riu de Cerdanya ;104
  25189-Rosselló ;3043
  25190-Salàs de Pallars ;359
  25191-Sanaüja ;427
  25196-Sant Esteve de la Sarga ;144
  25192-Sant Guim de Freixenet ;1078
  25197-Sant Guim de la Plana ;174
  25193-Sant Llorenç de Morunys ;977
  25902-Sant Martí de Riucorb ;689
  25194-Sant Ramon ;506
  25201-Sarroca de Bellera ;125
  25200-Sarroca de Lleida ;387
  25202-Senterada ;133
  25035-Sentiu de Sió, La ;459
  25204-Seròs ;1886
  25203-Seu d'Urgell, La ;12249
  25205-Sidamon ;732
  25206-Soleràs, El ;342
  25207-Solsona ;9004
  25208-Soriguera ;385
  25209-Sort ;2199
  25210-Soses ;1728
  25211-Sudanell ;847
  25212-Sunyer ;325
  25215-Talarn ;582
  25216-Talavera ;262
  25217-Tàrrega ;16444
  25218-Tarrés ;103
  25219-Tarroja de Segarra ;178
  25220-Térmens ;1531
  25221-Tírvia ;153
  25222-Tiurana ;72
  25223-Torà ;1232
  25224-Torms, Els ;147
  25225-Tornabous ;885
  25227-Torre de Cabdella, La ;762
  25226-Torrebesses ;286
  25228-Torrefarrera ;4611
  25907-Torrefeta i Florejacs ;604
  25230-Torregrossa ;2255
  25231-Torrelameu ;706
  25232-Torres de Segre ;2271
  25233-Torre-serona ;379
  25234-Tremp ;6175
  25043-Vall de Boí, La ;1004
  25901-Vall de Cardós ;368
  25238-Vallbona de les Monges ;256
  25240-Vallfogona de Balaguer ;1880
  25906-Valls d'Aguilar, Les ;302
  25239-Valls de Valira, Les ;845
  25909-Vansa i Fórnols, La ;210
  25242-Verdú ;947
  25243-Vielha e Mijaran ;5450
  25244-Vilagrassa ;522
  25245-Vilaller ;566
  25247-Vilamòs ;164
  25248-Vilanova de Bellpuig ;1175
  25254-Vilanova de la Barca ;1099
  25249-Vilanova de l'Aguda ;218
  25250-Vilanova de Meià ;424
  25251-Vilanova de Segrià ;940
  25252-Vila-sana ;718
  25253-Vilosell, El ;187
  25255-Vinaixa ;526
  26001-Ábalos ;252
  26002-Agoncillo ;1123
  26003-Aguilar del Río Alhama ;509
  26004-Ajamil de Cameros ;71
  26005-Albelda de Iregua ;3284
  26006-Alberite ;2456
  26007-Alcanadre ;710
  26008-Aldeanueva de Ebro ;2779
  26009-Alesanco ;505
  26010-Alesón ;124
  26011-Alfaro ;9568
  26012-Almarza de Cameros ;22
  26013-Anguciana ;453
  26014-Anguiano ;537
  26015-Arenzana de Abajo ;232
  26016-Arenzana de Arriba ;33
  26017-Arnedillo ;468
  26018-Arnedo ;14597
  26019-Arrúbal ;481
  26020-Ausejo ;796
  26021-Autol ;4427
  26022-Azofra ;205
  26023-Badarán ;534
  26024-Bañares ;284
  26026-Baños de Río Tobía ;1621
  26025-Baños de Rioja ;92
  26027-Berceo ;172
  26028-Bergasa ;152
  26029-Bergasillas Bajera ;39
  26030-Bezares ;15
  26031-Bobadilla ;120
  26032-Brieva de Cameros ;53
  26033-Briñas ;210
  26034-Briones ;835
  26035-Cabezón de Cameros ;16
  26036-Calahorra ;23955
  26037-Camprovín ;154
  26038-Canales de la Sierra ;97
  26039-Canillas de Río Tuerto ;38
  26040-Cañas ;92
  26041-Cárdenas ;162
  26042-Casalarreina ;1190
  26043-Castañares de Rioja ;439
  26044-Castroviejo ;68
  26045-Cellorigo ;12
  26046-Cenicero ;2028
  26047-Cervera del Río Alhama ;2427
  26048-Cidamón ;27
  26049-Cihuri ;226
  26050-Cirueña ;130
  26051-Clavijo ;307
  26052-Cordovín ;167
  26053-Corera ;253
  26054-Cornago ;355
  26055-Corporales ;47
  26056-Cuzcurrita de Río Tirón ;507
  26057-Daroca de Rioja ;54
  26058-Enciso ;166
  26059-Entrena ;1489
  26060-Estollo ;91
  26061-Ezcaray ;2050
  26062-Foncea ;99
  26063-Fonzaleche ;146
  26064-Fuenmayor ;3146
  26065-Galbárruli ;46
  26066-Galilea ;363
  26067-Gallinero de Cameros ;25
  26068-Gimileo ;127
  26069-Grañón ;279
  26070-Grávalos ;208
  26071-Haro ;11414
  26072-Herce ;340
  26073-Herramélluri ;109
  26074-Hervías ;118
  26075-Hormilla ;455
  26076-Hormilleja ;150
  26077-Hornillos de Cameros ;31
  26078-Hornos de Moncalvillo ;91
  26079-Huércanos ;852
  26080-Igea ;612
  26081-Jalón de Cameros ;18
  26082-Laguna de Cameros ;128
  26083-Lagunilla del Jubera ;327
  26084-Lardero ;9448
  26086-Ledesma de la Cogolla ;18
  26087-Leiva ;277
  26088-Leza de Río Leza ;38
  26089-Logroño ;151344
  26091-Lumbreras ;163
  26092-Manjarrés ;117
  26093-Mansilla de la Sierra ;71
  26094-Manzanares de Rioja ;83
  26095-Matute ;109
  26096-Medrano ;316
  26098-Munilla ;116
  26099-Murillo de Río Leza ;1708
  26100-Muro de Aguas ;58
  26101-Muro en Cameros ;48
  26102-Nájera ;8185
  26103-Nalda ;952
  26104-Navajún ;16
  26105-Navarrete ;2928
  26106-Nestares ;97
  26107-Nieva de Cameros ;93
  26109-Ochánduri ;98
  26108-Ocón ;282
  26110-Ojacastro ;187
  26111-Ollauri ;281
  26112-Ortigosa de Cameros ;260
  26113-Pazuengos ;35
  26114-Pedroso ;81
  26115-Pinillos ;15
  26117-Pradejón ;3976
  26118-Pradillo ;61
  26119-Préjano ;244
  26120-Quel ;1996
  26121-Rabanera ;34
  26122-Rasillo de Cameros, El ;151
  26123-Redal, El ;143
  26124-Ribafrecha ;1021
  26125-Rincón de Soto ;3729
  26126-Robres del Castillo ;31
  26127-Rodezno ;274
  26128-Sajazarra ;125
  26129-San Asensio ;1183
  26130-San Millán de la Cogolla ;244
  26131-San Millán de Yécora ;35
  26132-San Román de Cameros ;149
  26139-San Torcuato ;62
  26142-San Vicente de la Sonsierra ;1007
  26134-Santa Coloma ;106
  26135-Santa Engracia del Jubera ;181
  26136-Santa Eulalia Bajera ;112
  26138-Santo Domingo de la Calzada ;6401
  26140-Santurde de Rioja ;293
  26141-Santurdejo ;126
  26143-Sojuela ;282
  26144-Sorzano ;239
  26145-Sotés ;292
  26146-Soto en Cameros ;112
  26147-Terroba ;33
  26148-Tirgo ;211
  26149-Tobía ;61
  26150-Tormantos ;137
  26153-Torre en Cameros ;12
  26151-Torrecilla en Cameros ;519
  26152-Torrecilla sobre Alesanco ;36
  26154-Torremontalbo ;14
  26155-Treviana ;179
  26157-Tricio ;390
  26158-Tudelilla ;376
  26160-Uruñuela ;958
  26161-Valdemadera ;8
  26162-Valgañón ;137
  26163-Ventosa ;172
  26164-Ventrosa ;67
  26165-Viguera ;437
  26166-Villalba de Rioja ;125
  26167-Villalobar de Rioja ;63
  26168-Villamediana de Iregua ;7643
  26169-Villanueva de Cameros ;71
  26170-Villar de Arnedo, El ;629
  26171-Villar de Torre ;188
  26172-Villarejo ;31
  26173-Villarroya ;8
  26174-Villarta-Quintana ;155
  26175-Villavelayo ;57
  26176-Villaverde de Rioja ;63
  26177-Villoslada de Cameros ;354
  26178-Viniegra de Abajo ;86
  26179-Viniegra de Arriba ;45
  26180-Zarratón ;268
  26181-Zarzosa ;15
  26183-Zorraquín ;82
  27001-Abadín ;2612
  27002-Alfoz ;1846
  27003-Antas de Ulla ;2109
  27004-Baleira ;1380
  27901-Baralla ;2724
  27005-Barreiros ;3021
  27006-Becerreá ;2987
  27007-Begonte ;3160
  27008-Bóveda ;1545
  27902-Burela ;9580
  27009-Carballedo ;2351
  27010-Castro de Rei ;5153
  27011-Castroverde ;2802
  27012-Cervantes ;1487
  27013-Cervo ;4336
  27016-Chantada ;8493
  27014-Corgo, O ;3646
  27015-Cospeito ;4827
  27017-Folgoso do Courel ;1089
  27018-Fonsagrada, A ;3838
  27019-Foz ;9891
  27020-Friol ;3942
  27022-Guitiriz ;5520
  27023-Guntín ;2881
  27024-Incio, O ;1777
  27026-Láncara ;2764
  27027-Lourenzá ;2301
  27028-Lugo ;98134
  27029-Meira ;1749
  27030-Mondoñedo ;3876
  27031-Monforte de Lemos ;19061
  27032-Monterroso ;3778
  27033-Muras ;684
  27034-Navia de Suarna ;1211
  27035-Negueira de Muñiz ;214
  27037-Nogais, As ;1191
  27038-Ourol ;1055
  27039-Outeiro de Rei ;5068
  27040-Palas de Rei ;3588
  27041-Pantón ;2674
  27042-Paradela ;1934
  27043-Páramo, O ;1474
  27044-Pastoriza, A ;3274
  27045-Pedrafita do Cebreiro ;1119
  27047-Pobra do Brollón, A ;1794
  27046-Pol ;1732
  27048-Pontenova, A ;2470
  27049-Portomarín ;1557
  27050-Quiroga ;3424
  27056-Rábade ;1549
  27051-Ribadeo ;9929
  27052-Ribas de Sil ;1001
  27053-Ribeira de Piquín ;580
  27054-Riotorto ;1364
  27055-Samos ;1425
  27057-Sarria ;13393
  27058-Saviñao, O ;4056
  27059-Sober ;2400
  27060-Taboada ;3032
  27061-Trabada ;1178
  27062-Triacastela ;699
  27063-Valadouro, O ;2048
  27064-Vicedo, O ;1820
  27065-Vilalba ;14645
  27066-Viveiro ;15735
  27021-Xermade ;1985
  27025-Xove ;3424
  28001-Acebeda, La ;65
  28002-Ajalvir ;4343
  28003-Alameda del Valle ;217
  28004-Álamo, El ;8965
  28005-Alcalá de Henares ;198750
  28006-Alcobendas ;113055
  28007-Alcorcón ;167136
  28008-Aldea del Fresno ;2535
  28009-Algete ;20148
  28010-Alpedrete ;14248
  28011-Ambite ;618
  28012-Anchuelo ;1200
  28013-Aranjuez ;58168
  28014-Arganda del Rey ;54533
  28015-Arroyomolinos ;26846
  28016-Atazar, El ;96
  28017-Batres ;1568
  28018-Becerril de la Sierra ;5396
  28019-Belmonte de Tajo ;1625
  28021-Berrueco, El ;618
  28020-Berzosa del Lozoya ;202
  28022-Boadilla del Monte ;48775
  28023-Boalo, El ;7157
  28024-Braojos ;203
  28025-Brea de Tajo ;560
  28026-Brunete ;10398
  28027-Buitrago del Lozoya ;1865
  28028-Bustarviejo ;2367
  28029-Cabanillas de la Sierra ;733
  28030-Cabrera, La ;2574
  28031-Cadalso de los Vidrios ;2767
  28032-Camarma de Esteruelas ;7134
  28033-Campo Real ;5854
  28034-Canencia ;464
  28035-Carabaña ;2017
  28036-Casarrubuelos ;3548
  28037-Cenicientos ;2035
  28038-Cercedilla ;6781
  28039-Cervera de Buitrago ;164
  28051-Chapinería ;2158
  28052-Chinchón ;5436
  28040-Ciempozuelos ;23696
  28041-Cobeña ;6983
  28046-Collado Mediano ;6599
  28047-Collado Villalba ;62056
  28043-Colmenar de Oreja ;8071
  28042-Colmenar del Arroyo ;1611
  28045-Colmenar Viejo ;47601
  28044-Colmenarejo ;8934
  28048-Corpa ;669
  28049-Coslada ;86919
  28050-Cubas de la Sagra ;5875
  28053-Daganzo de Arriba ;9919
  28054-Escorial, El ;15342
  28055-Estremera ;1350
  28056-Fresnedillas de la Oliva ;1554
  28057-Fresno de Torote ;2041
  28058-Fuenlabrada ;195180
  28059-Fuente el Saz de Jarama ;6440
  28060-Fuentidueña de Tajo ;1954
  28061-Galapagar ;32294
  28062-Garganta de los Montes ;367
  28063-Gargantilla del Lozoya y Pinilla de Buitrago ;351
  28064-Gascones ;176
  28065-Getafe ;174921
  28066-Griñón ;9918
  28067-Guadalix de la Sierra ;6039
  28068-Guadarrama ;15538
  28069-Hiruela, La ;54
  28070-Horcajo de la Sierra-Aoslos ;159
  28071-Horcajuelo de la Sierra ;88
  28072-Hoyo de Manzanares ;7880
  28073-Humanes de Madrid ;19413
  28074-Leganés ;186907
  28075-Loeches ;8212
  28076-Lozoya ;594
  28901-Lozoyuela-Navas-Sieteiglesias ;1203
  28078-Madarcos ;45
  28079-Madrid ;3141991
  28080-Majadahonda ;70800
  28082-Manzanares el Real ;8309
  28083-Meco ;13269
  28084-Mejorada del Campo ;22902
  28085-Miraflores de la Sierra ;5807
  28086-Molar, El ;8036
  28087-Molinos, Los ;4349
  28088-Montejo de la Sierra ;374
  28089-Moraleja de Enmedio ;5046
  28090-Moralzarzal ;12213
  28091-Morata de Tajuña ;7453
  28092-Móstoles ;206263
  28093-Navacerrada ;2855
  28094-Navalafuente ;1201
  28095-Navalagamella ;2462
  28096-Navalcarnero ;26672
  28097-Navarredonda y San Mamés ;136
  28099-Navas del Rey ;2628
  28100-Nuevo Baztán ;6098
  28101-Olmeda de las Fuentes ;338
  28102-Orusco de Tajuña ;1260
  28104-Paracuellos de Jarama ;22293
  28106-Parla ;125056
  28107-Patones ;524
  28108-Pedrezuela ;5271
  28109-Pelayos de la Presa ;2455
  28110-Perales de Tajuña ;2871
  28111-Pezuela de las Torres ;783
  28112-Pinilla del Valle ;200
  28113-Pinto ;48660
  28114-Piñuécar-Gandullas ;175
  28115-Pozuelo de Alarcón ;84558
  28116-Pozuelo del Rey ;1071
  28117-Prádena del Rincón ;122
  28118-Puebla de la Sierra ;73
  28902-Puentes Viejas ;644
  28119-Quijorna ;3196
  28120-Rascafría ;1739
  28121-Redueña ;259
  28122-Ribatejada ;707
  28123-Rivas-Vaciamadrid ;81473
  28124-Robledillo de la Jara ;100
  28125-Robledo de Chavela ;3955
  28126-Robregordo ;48
  28127-Rozas de Madrid, Las ;93520
  28128-Rozas de Puerto Real ;523
  28129-San Agustín del Guadalix ;12982
  28130-San Fernando de Henares ;40188
  28131-San Lorenzo de El Escorial ;18191
  28132-San Martín de la Vega ;18835
  28133-San Martín de Valdeiglesias ;8463
  28134-San Sebastián de los Reyes ;84944
  28135-Santa María de la Alameda ;1199
  28136-Santorcaz ;849
  28137-Santos de la Humosa, Los ;2389
  28138-Serna del Monte, La ;86
  28140-Serranillos del Valle ;3994
  28141-Sevilla la Nueva ;8902
  28143-Somosierra ;73
  28144-Soto del Real ;8456
  28145-Talamanca de Jarama ;3371
  28146-Tielmes ;2585
  28147-Titulcia ;1234
  28148-Torrejón de Ardoz ;126934
  28149-Torrejón de la Calzada ;7901
  28150-Torrejón de Velasco ;4224
  28151-Torrelaguna ;4788
  28152-Torrelodones ;23117
  28153-Torremocha de Jarama ;948
  28154-Torres de la Alameda ;7877
  28903-Tres Cantos ;43309
  28155-Valdaracete ;639
  28156-Valdeavero ;1451
  28157-Valdelaguna ;837
  28158-Valdemanco ;922
  28159-Valdemaqueda ;786
  28160-Valdemorillo ;12173
  28161-Valdemoro ;72854
  28162-Valdeolmos-Alalpardo ;3785
  28163-Valdepiélagos ;566
  28164-Valdetorres de Jarama ;4234
  28165-Valdilecha ;2838
  28166-Valverde de Alcalá ;441
  28167-Velilla de San Antonio ;12382
  28168-Vellón, El ;1803
  28169-Venturada ;1991
  28171-Villa del Prado ;6414
  28170-Villaconejos ;3405
  28172-Villalbilla ;12351
  28173-Villamanrique de Tajo ;720
  28174-Villamanta ;2525
  28175-Villamantilla ;1292
  28176-Villanueva de la Cañada ;19250
  28178-Villanueva de Perales ;1441
  28177-Villanueva del Pardillo ;16797
  28179-Villar del Olmo ;2058
  28180-Villarejo de Salvanés ;7288
  28181-Villaviciosa de Odón ;27075
  28182-Villavieja del Lozoya ;280
  28183-Zarzalejo ;1546
  29001-Alameda ;5403
  29002-Alcaucín ;2375
  29003-Alfarnate ;1159
  29004-Alfarnatejo ;463
  29005-Algarrobo ;6013
  29006-Algatocín ;834
  29007-Alhaurín de la Torre ;38523
  29008-Alhaurín el Grande ;24338
  29009-Almáchar ;1867
  29010-Almargen ;2081
  29011-Almogía ;3826
  29012-Álora ;13003
  29013-Alozaina ;2082
  29014-Alpandeire ;257
  29015-Antequera ;41141
  29016-Árchez ;436
  29017-Archidona ;8490
  29018-Ardales ;2527
  29019-Arenas ;1219
  29020-Arriate ;4157
  29021-Atajate ;158
  29022-Benadalid ;253
  29023-Benahavís ;7105
  29024-Benalauría ;470
  29025-Benalmádena ;66598
  29026-Benamargosa ;1568
  29027-Benamocarra ;3047
  29028-Benaoján ;1513
  29029-Benarrabá ;521
  29030-Borge, El ;963
  29031-Burgo, El ;1929
  29032-Campillos ;8524
  29033-Canillas de Aceituno ;1737
  29034-Canillas de Albaida ;842
  29035-Cañete la Real ;1738
  29036-Carratraca ;775
  29037-Cartajima ;247
  29038-Cártama ;24592
  29039-Casabermeja ;3418
  29040-Casarabonela ;2599
  29041-Casares ;5954
  29042-Coín ;21561
  29043-Colmenar ;3444
  29044-Comares ;1385
  29045-Cómpeta ;3503
  29046-Cortes de la Frontera ;3304
  29047-Cuevas Bajas ;1431
  29049-Cuevas de San Marcos ;3884
  29048-Cuevas del Becerro ;1643
  29050-Cútar ;605
  29051-Estepona ;67080
  29052-Faraján ;265
  29053-Frigiliana ;3065
  29054-Fuengirola ;77525
  29055-Fuente de Piedra ;2613
  29056-Gaucín ;1670
  29057-Genalguacil ;456
  29058-Guaro ;2060
  29059-Humilladero ;3364
  29060-Igualeja ;816
  29061-Istán ;1388
  29062-Iznate ;899
  29063-Jimera de Líbar ;415
  29064-Jubrique ;638
  29065-Júzcar ;238
  29066-Macharaviaya ;477
  29067-Málaga ;569130
  29068-Manilva ;14587
  29069-Marbella ;139537
  29070-Mijas ;79483
  29071-Moclinejo ;1255
  29072-Mollina ;4901
  29073-Monda ;2382
  29074-Montejaque ;984
  29075-Nerja ;21185
  29076-Ojén ;3353
  29077-Parauta ;249
  29079-Periana ;3231
  29080-Pizarra ;9148
  29081-Pujerra ;294
  29082-Rincón de la Victoria ;43135
  29083-Riogordo ;2936
  29084-Ronda ;35676
  29085-Salares ;207
  29086-Sayalonga ;1505
  29087-Sedella ;692
  29088-Sierra de Yeguas ;3398
  29089-Teba ;3973
  29090-Tolox ;2186
  29901-Torremolinos ;67492
  29091-Torrox ;15117
  29092-Totalán ;710
  29093-Valle de Abdalajís ;2615
  29094-Vélez-Málaga ;78166
  29095-Villanueva de Algaidas ;4337
  29902-Villanueva de la Concepción ;3341
  29098-Villanueva de Tapia ;1544
  29096-Villanueva del Rosario ;3508
  29097-Villanueva del Trabuco ;5246
  29099-Viñuela ;2013
  29100-Yunquera ;2983
  30001-Abanilla ;6347
  30002-Abarán ;13179
  30003-Águilas ;34772
  30004-Albudeite ;1374
  30005-Alcantarilla ;41021
  30902-Alcázares, Los ;15605
  30006-Aledo ;984
  30007-Alguazas ;9544
  30008-Alhama de Murcia ;21351
  30009-Archena ;18559
  30010-Beniel ;11096
  30011-Blanca ;6521
  30012-Bullas ;11753
  30013-Calasparra ;10423
  30014-Campos del Río ;2083
  30015-Caravaca de la Cruz ;25851
  30016-Cartagena ;216301
  30017-Cehegín ;15794
  30018-Ceutí ;11227
  30019-Cieza ;35115
  30020-Fortuna ;9814
  30021-Fuente Álamo de Murcia ;16284
  30022-Jumilla ;25484
  30023-Librilla ;5016
  30024-Lorca ;91714
  30025-Lorquí ;7020
  30026-Mazarrón ;32150
  30027-Molina de Segura ;69331
  30028-Moratalla ;8189
  30029-Mula ;16805
  30030-Murcia ;439889
  30031-Ojós ;504
  30032-Pliego ;3973
  30033-Puerto Lumbreras ;14694
  30034-Ricote ;1369
  30035-San Javier ;31915
  30036-San Pedro del Pinatar ;24339
  30901-Santomera ;16012
  30037-Torre-Pacheco ;34469
  30038-Torres de Cotillas, Las ;21399
  30039-Totana ;30916
  30040-Ulea ;906
  30041-Unión, La ;19572
  30042-Villanueva del Río Segura ;2524
  30043-Yecla ;34100
  31001-Abáigar ;97
  31002-Abárzuza/Abartzuza ;556
  31003-Abaurregaina/Abaurrea Alta ;127
  31004-Abaurrepea/Abaurrea Baja ;35
  31005-Aberin ;376
  31006-Ablitas ;2520
  31007-Adiós ;170
  31008-Aguilar de Codés ;83
  31009-Aibar/Oibar ;832
  31011-Allín/Allin ;848
  31012-Allo ;1012
  31010-Altsasu/Alsasua ;7490
  31013-Améscoa Baja ;774
  31014-Ancín/Antzin ;376
  31015-Andosilla ;2753
  31016-Ansoáin/Antsoain ;10830
  31017-Anue ;464
  31018-Añorbe ;539
  31019-Aoiz/Agoitz ;2601
  31020-Araitz ;522
  31025-Arakil ;955
  31021-Aranarache/Aranaratxe ;73
  31023-Aranguren ;9398
  31024-Arano ;108
  31022-Arantza ;638
  31026-Aras ;172
  31027-Arbizu ;1111
  31028-Arce/Artzi ;264
  31029-Arcos, Los ;1136
  31030-Arellano ;164
  31031-Areso ;260
  31032-Arguedas ;2295
  31033-Aria ;52
  31034-Aribe ;44
  31035-Armañanzas ;68
  31036-Arróniz ;1068
  31037-Arruazu ;108
  31038-Artajona ;1680
  31039-Artazu ;112
  31040-Atez/Atetz ;232
  31058-Auritz/Burguete ;262
  31041-Ayegui/Aiegi ;2217
  31042-Azagra ;3804
  31043-Azuelo ;37
  31044-Bakaiku ;339
  31901-Barañain ;20475
  31045-Barásoain ;665
  31046-Barbarin ;67
  31047-Bargota ;292
  31048-Barillas ;203
  31049-Basaburua ;859
  31050-Baztan ;7792
  31137-Beintza-Labaien ;231
  31051-Beire ;296
  31052-Belascoáin ;117
  31250-Bera ;3768
  31053-Berbinzana ;633
  31905-Beriáin ;3889
  31902-Berrioplano/Berriobeiti ;6527
  31903-Berriozar ;9625
  31054-Bertizarana ;590
  31055-Betelu ;347
  31253-Bidaurreta ;160
  31056-Biurrun-Olcoz ;219
  31057-Buñuel ;2271
  31059-Burgui/Burgi ;223
  31060-Burlada/Burlata ;18336
  31061-Busto, El ;71
  31062-Cabanillas ;1414
  31063-Cabredo ;104
  31064-Cadreita ;2082
  31065-Caparroso ;2773
  31066-Cárcar ;1054
  31067-Carcastillo ;2466
  31068-Cascante ;3787
  31069-Cáseda ;989
  31070-Castejón ;4062
  31071-Castillonuevo ;16
  31193-Cendea de Olza/Oltza Zendea ;1822
  31072-Cintruénigo ;7779
  31074-Cirauqui/Zirauki ;483
  31075-Ciriza/Ziritza ;131
  31076-Cizur ;3751
  31077-Corella ;7740
  31078-Cortes ;3192
  31079-Desojo ;81
  31080-Dicastillo ;637
  31081-Donamaria ;443
  31221-Doneztebe/Santesteban ;1658
  31083-Echarri ;78
  31087-Elgorriaga ;219
  31089-Enériz/Eneritz ;322
  31090-Eratsun ;150
  31091-Ergoiena ;397
  31092-Erro ;792
  31094-Eslava ;123
  31095-Esparza de Salazar/Espartza Zaraitzu ;87
